id_colonia,colonia,id_alcaldia,alcaldia,n_incidentes
14-040,RESIDENCIAL EMPERADORES,14,BENITO JUAREZ,531
06-037,TLAZINTLA,6,IZTACALCO,530
07-115,POLVORILLA (AMPL),7,IZTAPALAPA,529
05-252,ZONA ESCOLAR II,5,GUSTAVO A. MADERO,526
10-123,LOMAS DE AXOMIATLA,10,ALVARO OBREGON,526
07-253,12 DE DICIEMBRE,7,IZTAPALAPA,525
07-242,VICENTE GUERRERO SUPER MANZANA 1 (U HAB),7,IZTAPALAPA,521
05-154,SAN JOSE TICOMAN,5,GUSTAVO A. MADERO,519
06-029,SAN FCO XICALTONGO (BARR),6,IZTACALCO,519
07-014,BELLAVISTA (U HAB),7,IZTAPALAPA,519
07-132,LOS CIPRESES,7,IZTAPALAPA,519
07-198,SAN NICOLAS TOLENTINO I,7,IZTAPALAPA,519
05-063,GABRIEL HERNANDEZ,5,GUSTAVO A. MADERO,514
03-146,PEDREGAL DE STO DOMINGO VIII,3,COYOACAN,513
07-023,CARLOS HANK GONZALEZ,7,IZTAPALAPA,513
12-104,NARCISO MENDOZA-VILLA COAPA SUPER MANZANA 2 (U HAB),12,TLALPAN,513
14-035,PERIODISTA FRANCISCO ZARCO,14,BENITO JUAREZ,512
06-055,JUVENTINO ROSAS II,6,IZTACALCO,511
10-026,BARRIO NORTE,10,ALVARO OBREGON,511
05-115,LOMAS DE CUAUTEPEC,5,GUSTAVO A. MADERO,510
05-058,FAJA DE ORO,5,GUSTAVO A. MADERO,509
07-048,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",7,IZTAPALAPA,509
03-018,CENTRO URBANO TLALPAN (U HAB),3,COYOACAN,507
06-007,CUCHILLA RAMOS MILLAN,6,IZTACALCO,507
05-050,EL COYOL (U HAB),5,GUSTAVO A. MADERO,506
05-052,EMILIANO ZAPATA,5,GUSTAVO A. MADERO,504
08-010,EL ROSAL,8,LA MAGDALENA CONTRERAS,503
06-009,EX EJIDOS DE LA MAGDALENA MIXIHUCA,6,IZTACALCO,502
07-025,CASA BLANCA,7,IZTAPALAPA,502
07-289,SAN JUAN XALPA I,7,IZTAPALAPA,501
02-070,SAN ALVARO,2,AZCAPOTZALCO,500
03-083,OLIMPICA,3,COYOACAN,498
13-013,GUADALUPE,13,XOCHIMILCO,498
10-246,2DA JALALPA TEPITO (AMPL),10,ALVARO OBREGON,496
02-088,SAN SEBASTIAN,2,AZCAPOTZALCO,494
08-014,HUAYATLA,8,LA MAGDALENA CONTRERAS,493
16-004,TORRE BLANCA (AMPL),16,MIGUEL HIDALGO,493
05-028,COMPOSITORES MEXICANOS,5,GUSTAVO A. MADERO,492
05-011,BENITO JUAREZ,5,GUSTAVO A. MADERO,491
05-177,SOLIDARIDAD NACIONAL,5,GUSTAVO A. MADERO,491
10-256,SANTA FE KM 8.5,10,ALVARO OBREGON,490
12-005,AMSA,12,TLALPAN,489
04-047,SAN PABLO CHIMALPA (PBLO),4,CUAJIMALPA DE MORELOS,488
12-205,2 DE OCTUBRE,12,TLALPAN,488
10-235,VALENTIN GOMEZ FARIAS,10,ALVARO OBREGON,484
12-042,EX HACIENDA SAN JUAN DE DIOS,12,TLALPAN,483
04-001,ABDIAS GARCIA SOTO,4,CUAJIMALPA DE MORELOS,482
05-222,GABRIEL HERNANDEZ (AMPL) II,5,GUSTAVO A. MADERO,476
11-052,VILLA CENTROAMERICANA (U HAB),11,TLAHUAC,476
10-184,PUENTE COLORADO,10,ALVARO OBREGON,475
16-054,MORALES SECCION ALAMEDA (POLANCO),16,MIGUEL HIDALGO,475
07-272,EJERCITO DE ORIENTE (U HAB) II,7,IZTAPALAPA,470
04-058,SAN JOSE DE LOS CEDROS I,4,CUAJIMALPA DE MORELOS,468
05-145,RESIDENCIAL LA ESCALERA (FRACC),5,GUSTAVO A. MADERO,468
07-229,TENORIOS,7,IZTAPALAPA,468
12-094,"MESA LOS HORNOS, TEXCALTENCO",12,TLALPAN,468
05-075,GUADALUPE VICTORIA,5,GUSTAVO A. MADERO,467
02-087,SAN SALVADOR XOCHIMANCA,2,AZCAPOTZALCO,465
08-030,LOMAS DE SAN BERNABE,8,LA MAGDALENA CONTRERAS,464
13-042,SAN FRANCISCO TLALNEPANTLA (PBLO),13,XOCHIMILCO,464
12-016,BOSQUES DEL PEDREGAL,12,TLALPAN,463
16-038,LOMA HERMOSA (CONJ HAB),16,MIGUEL HIDALGO,463
02-072,SAN ANDRES (PBLO),2,AZCAPOTZALCO,461
10-104,LA LOMA,10,ALVARO OBREGON,461
02-042,LAS SALINAS,2,AZCAPOTZALCO,460
07-246,VICENTE GUERRERO SUPER MANZANA 5 (U HAB),7,IZTAPALAPA,460
05-143,PROVIDENCIA (AMPL),5,GUSTAVO A. MADERO,458
08-024,LA MAGDALENA ATLITIC (PBLO),8,LA MAGDALENA CONTRERAS,458
02-101,SINDICATO MEXICANO DE ELECTRICISTAS,2,AZCAPOTZALCO,455
06-053,INFONAVIT IZTACALCO (U HAB) II,6,IZTACALCO,455
07-225,SOLIDARIDAD EL SALADO (U HAB),7,IZTAPALAPA,455
02-062,POTRERO DEL LLANO,2,AZCAPOTZALCO,453
07-113,LA PLANTA,7,IZTAPALAPA,452
02-078,SAN FRANCISCO XOCOTITLA,2,AZCAPOTZALCO,451
07-237,VALLE DE LUCES I,7,IZTAPALAPA,451
10-187,REACOMODO EL CUERNITO,10,ALVARO OBREGON,451
08-022,LA CRUZ,8,LA MAGDALENA CONTRERAS,450
03-057,INFONAVIT CULHUACAN ZONA 2 (U HAB),3,COYOACAN,445
02-071,SAN ANDRES (BARR),2,AZCAPOTZALCO,442
03-102,AMPLIACION SAN FRANCISCO CULHUACAN (EJ),3,COYOACAN,441
07-216,SANTA MARTHA ACATITLA SUR (AMPL),7,IZTAPALAPA,441
02-045,LOS REYES (BARR),2,AZCAPOTZALCO,440
10-149,MARIA G DE GARCIA RUIZ,10,ALVARO OBREGON,438
08-044,SAN FRANCISCO (BARR),8,LA MAGDALENA CONTRERAS,437
05-161,SAN JUAN DE ARAGON 6A SECCION (U HAB) I,5,GUSTAVO A. MADERO,436
07-245,VICENTE GUERRERO SUPER MANZANA 4 (U HAB),7,IZTAPALAPA,436
10-007,ALCANTARILLA,10,ALVARO OBREGON,436
05-180,TEPETATAL,5,GUSTAVO A. MADERO,433
16-060,PENSIL NORTE,16,MIGUEL HIDALGO,432
12-110,NUEVO RENACIMIENTO DE AXALCO,12,TLALPAN,431
02-017,DEL MAESTRO,2,AZCAPOTZALCO,430
03-126,ADOLFO RUIZ CORTINES I,3,COYOACAN,429
08-002,BARRANCA SECA,8,LA MAGDALENA CONTRERAS,427
14-019,IZTACCIHUATL,14,BENITO JUAREZ,427
07-136,M MAZA DE JUAREZ (U HAB),7,IZTAPALAPA,425
10-124,LOMAS DE BECERRA,10,ALVARO OBREGON,424
13-038,SAN CRISTOBAL (BARR),13,XOCHIMILCO,423
03-073,LOS GIRASOLES I,3,COYOACAN,422
05-192,VALLE DE MADERO,5,GUSTAVO A. MADERO,422
07-095,INSURGENTES,7,IZTAPALAPA,419
10-127,LOMAS DE CAPULA,10,ALVARO OBREGON,417
07-190,SAN LORENZO TEZONCO (BARR),7,IZTAPALAPA,414
13-081,LA NORIA,13,XOCHIMILCO,414
03-145,PEDREGAL DE STO DOMINGO VII,3,COYOACAN,413
03-103,SAN LUCAS (BARR),3,COYOACAN,410
08-027,LAS CRUCES,8,LA MAGDALENA CONTRERAS,410
16-069,REFORMA PENSIL,16,MIGUEL HIDALGO,409
03-127,ADOLFO RUIZ CORTINES II,3,COYOACAN,407
05-138,PLAZA ORIENTE (RDCIAL),5,GUSTAVO A. MADERO,406
11-030,QUIAHUATLA,11,TLAHUAC,404
02-023,EL ROSARIO A (U HAB),2,AZCAPOTZALCO,403
04-030,LOMA DEL PADRE,4,CUAJIMALPA DE MORELOS,403
10-238,VILLA VERDUN,10,ALVARO OBREGON,402
10-247,ESTADO DE HIDALGO_,10,ALVARO OBREGON,402
10-222,TLACUITLAPA,10,ALVARO OBREGON,401
07-169,REAL DEL MORAL (FRACC),7,IZTAPALAPA,398
03-016,CANTIL DEL PEDREGAL,3,COYOACAN,396
07-022,CANANEA (U HAB),7,IZTAPALAPA,396
05-065,GENERAL FELIPE BERRIOZABAL,5,GUSTAVO A. MADERO,395
05-244,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,5,GUSTAVO A. MADERO,395
07-151,PALMITAS,7,IZTAPALAPA,395
05-184,TLALPEXCO,5,GUSTAVO A. MADERO,394
10-243,1RA VICTORIA SECCION BOSQUES,10,ALVARO OBREGON,394
07-074,ESTRELLA DEL SUR,7,IZTAPALAPA,393
02-030,FRANCISCO VILLA (U HAB),2,AZCAPOTZALCO,392
07-193,SAN LORENZO TEZONCO II (U HAB),7,IZTAPALAPA,392
12-195,VILLA OLIMPICA LIBERADOR MIGUEL HIDALGO (U HAB),12,TLALPAN,392
04-026,LAS LAJAS,4,CUAJIMALPA DE MORELOS,391
10-038,CANUTILLO 3RA SECCION,10,ALVARO OBREGON,390
05-193,VALLE DEL TEPEYAC,5,GUSTAVO A. MADERO,388
02-014,CUITLÁHUAC 3 Y 4 (U HAB),2,AZCAPOTZALCO,387
10-214,TETELPAN (PBLO),10,ALVARO OBREGON,387
07-073,ESTRELLA CULHUACAN,7,IZTAPALAPA,385
04-021,JARDINES DE LA PALMA (HUIZACHITO),4,CUAJIMALPA DE MORELOS,382
07-104,LA ASUNCION (BARR),7,IZTAPALAPA,381
13-039,SAN DIEGO (BARR),13,XOCHIMILCO,380
16-052,MODELO PENSIL,16,MIGUEL HIDALGO,380
03-014,CANAL NACIONAL (U HAB),3,COYOACAN,376
17-057,SEVILLA,17,VENUSTIANO CARRANZA,374
03-107,SANTA CECILIA,3,COYOACAN,373
05-221,GABRIEL HERNANDEZ (AMPL) I,5,GUSTAVO A. MADERO,372
10-159,MOLINO DE SANTO DOMINGO,10,ALVARO OBREGON,372
05-219,CHALMA DE GUADALUPE I,5,GUSTAVO A. MADERO,371
07-274,ERMITA ZARAGOZA (U HAB) II,7,IZTAPALAPA,370
10-242,1RA VICTORIA,10,ALVARO OBREGON,370
10-101,LA HERRADURA,10,ALVARO OBREGON,369
08-020,LA CARBONERA,8,LA MAGDALENA CONTRERAS,368
07-143,MIRAVALLE,7,IZTAPALAPA,363
10-177,PRESIDENTES,10,ALVARO OBREGON,360
10-085,HERON PROAL,10,ALVARO OBREGON,359
05-023,CERRO PRIETO,5,GUSTAVO A. MADERO,357
12-156,SAN MIGUEL TEHUISCO-LOS ANGELES-AYOMETITLA,12,TLALPAN,357
05-049,EL CARMEN,5,GUSTAVO A. MADERO,356
17-018,EL ARENAL 1A SECCION,17,VENUSTIANO CARRANZA,354
02-037,ISSFAM LAS ARMAS (U HAB),2,AZCAPOTZALCO,353
02-010,COSMOPOLITA,2,AZCAPOTZALCO,351
10-063,EL PARAISO,10,ALVARO OBREGON,350
12-007,ARBOLEDAS DEL SUR,12,TLALPAN,350
10-002,ACUEDUCTO,10,ALVARO OBREGON,349
03-149,EL ROSEDAL II,3,COYOACAN,348
12-139,RESIDENCIAL INSURGENTES SUR (U HAB),12,TLALPAN,347
07-199,SAN NICOLAS TOLENTINO II,7,IZTAPALAPA,346
12-089,LOS VOLCANES,12,TLALPAN,345
16-066,POPO,16,MIGUEL HIDALGO,345
07-248,VICENTE GUERRERO SUPER MANZANA 7 (U HAB),7,IZTAPALAPA,344
08-023,LA GUADALUPE,8,LA MAGDALENA CONTRERAS,342
05-235,PROVIDENCIA II,5,GUSTAVO A. MADERO,341
07-294,SAN MIGUEL TEOTONGO IV,7,IZTAPALAPA,341
07-085,GRANJAS ESTRELLA III,7,IZTAPALAPA,339
10-088,JALALPA,10,ALVARO OBREGON,338
10-086,HOGAR Y REDENCION,10,ALVARO OBREGON,336
05-188,TORRES LINDAVISTA (FRACC),5,GUSTAVO A. MADERO,334
03-112,STUNAM CULHUACAN (U HAB),3,COYOACAN,332
10-176,PRADOS LA PROVIDENCIA,10,ALVARO OBREGON,332
16-006,ANAHUAC DOS LAGOS,16,MIGUEL HIDALGO,331
02-089,SANTA APOLONIA (BARR),2,AZCAPOTZALCO,330
12-199,VIVEROS DE COACTETLAN,12,TLALPAN,330
05-007,ARBOLEDAS DE CUAUTEPEC,5,GUSTAVO A. MADERO,329
07-065,EL TRIUNFO (AMPL),7,IZTAPALAPA,329
13-048,SAN JUAN TEPEPAN,13,XOCHIMILCO,328
02-063,PRADOS DEL ROSARIO,2,AZCAPOTZALCO,326
13-040,SAN ESTEBAN (BARR),13,XOCHIMILCO,326
16-027,TORRES TOREO,16,MIGUEL HIDALGO,326
03-077,LOS OLIVOS (U HAB),3,COYOACAN,325
10-122,LLANO REDONDO,10,ALVARO OBREGON,325
02-073,SAN ANDRES DE LAS SALINAS (PBLO),2,AZCAPOTZALCO,324
03-097,RANCHO EL ROSARIO,3,COYOACAN,324
07-281,LOMAS DE LA ESTANCIA I,7,IZTAPALAPA,324
12-113,PARAJE 38,12,TLALPAN,322
10-136,LOMAS DE NUEVO MEXICO,10,ALVARO OBREGON,320
05-059,FERNANDO CASAS ALEMAN,5,GUSTAVO A. MADERO,319
02-085,SAN PEDRO XALPA (PBLO),2,AZCAPOTZALCO,318
13-069,TEPEPAN (AMPL),13,XOCHIMILCO,318
02-013,CUITLÁHUAC 1 Y 2 (U HAB),2,AZCAPOTZALCO,316
07-138,MEXICALTZINGO (PBLO),7,IZTAPALAPA,316
02-059,PETROLERA,2,AZCAPOTZALCO,315
11-037,SAN NICOLAS TETELCO (PBLO),11,TLAHUAC,310
07-271,EJERCITO DE ORIENTE (U HAB) I,7,IZTAPALAPA,308
16-036,LEGARIA,16,MIGUEL HIDALGO,305
07-144,MIXCOATL,7,IZTAPALAPA,303
10-078,GARCIMARRERO REACOMODO,10,ALVARO OBREGON,303
02-075,SAN BARTOLO CAHUALTONGO (PBLO),2,AZCAPOTZALCO,301
13-032,PASEOS DEL SUR,13,XOCHIMILCO,301
13-071,TIERRA NUEVA,13,XOCHIMILCO,301
12-032,CULTURA MAYA,12,TLALPAN,300
02-064,PRESIDENTE MADERO (U HAB),2,AZCAPOTZALCO,297
10-057,EL BOSQUE 2DA SECCION (AMPL),10,ALVARO OBREGON,297
12-133,PUEBLO QUIETO,12,TLALPAN,296
14-050,ZACAHUITZCO,14,BENITO JUAREZ,295
04-055,PORTAL DEL SOL,4,CUAJIMALPA DE MORELOS,294
10-234,UNION POPULAR EMILIANO ZAPATA (U HAB),10,ALVARO OBREGON,294
07-305,XALPA I,7,IZTAPALAPA,292
10-024,AXOTLA,10,ALVARO OBREGON,292
05-094,LA CASILDA,5,GUSTAVO A. MADERO,291
05-120,MALACATES,5,GUSTAVO A. MADERO,291
05-078,HEROES DE CHAPULTEPEC,5,GUSTAVO A. MADERO,289
05-214,JOYAS VALLEJO (U HAB),5,GUSTAVO A. MADERO,289
05-057,FOVISSTE ARAGON (U HAB),5,GUSTAVO A. MADERO,287
17-071,7 DE JULIO (AMPL),17,VENUSTIANO CARRANZA,287
10-257,PREDIO LA ANGOSTURA,10,ALVARO OBREGON,286
14-024,MIGUEL ALEMAN,14,BENITO JUAREZ,286
05-047,EL ARBOLILLO 2 (U HAB),5,GUSTAVO A. MADERO,285
09-007,SAN LORENZO TLACOYUCAN (PBLO),9,MILPA ALTA,285
10-103,LA JOYA,10,ALVARO OBREGON,284
08-031,LOMAS DE SAN BERNABE (AMPL),8,LA MAGDALENA CONTRERAS,283
02-086,SAN RAFAEL,2,AZCAPOTZALCO,282
07-287,REFORMA POLITICA I,7,IZTAPALAPA,281
10-013,LA MEXICANA (AMPL),10,ALVARO OBREGON,281
10-251,LOMAS DE PLATEROS (U HAB) II,10,ALVARO OBREGON,281
03-095,PRADOS DE COYOACAN,3,COYOACAN,280
12-218,CONJUNTO HABITACIONAL PEDREGAL DEL LAGO,12,TLALPAN,280
03-013,CAMPESTRE COYOACAN (FRACC),3,COYOACAN,279
05-005,ARAGON INGUARAN,5,GUSTAVO A. MADERO,278
03-006,AMPLIACION CANDELARIA,3,COYOACAN,277
12-181,TORRES DE PADIERNA,12,TLALPAN,277
17-009,AZTECA,17,VENUSTIANO CARRANZA,276
10-011,ALPES (AMPL),10,ALVARO OBREGON,275
10-130,LOMAS DE CHAMONTOYA,10,ALVARO OBREGON,274
12-121,PEDREGAL DE STA URSULA XITLA,12,TLALPAN,274
16-074,SAN LORENZO TLALTENANGO,16,MIGUEL HIDALGO,270
17-001,AARON SAENZ,17,VENUSTIANO CARRANZA,270
10-006,AGUILAS PILARES,10,ALVARO OBREGON,268
10-133,LOMAS DE LAS AGUILAS,10,ALVARO OBREGON,268
12-031,CUILOTEPEC II,12,TLALPAN,268
10-061,BOSCOSO (U HAB),10,ALVARO OBREGON,266
10-066,EL POCITO,10,ALVARO OBREGON,266
10-034,CALZADA JALALPA,10,ALVARO OBREGON,265
11-062,OLIVAR SANTA MARIA,11,TLAHUAC,264
07-061,EL SANTUARIO (AMPL),7,IZTAPALAPA,263
12-143,RINCONADA (U HAB),12,TLALPAN,262
03-087,PEDREGAL DE LA ZORRA,3,COYOACAN,261
05-253,LA ESMERALDA II,5,GUSTAVO A. MADERO,261
06-034,SANTIAGO NORTE (BARR),6,IZTACALCO,261
05-041,EDUARDO MOLINA I (U HAB),5,GUSTAVO A. MADERO,260
05-200,VILLA HERMOSA,5,GUSTAVO A. MADERO,259
10-074,FRANCISCO VILLA,10,ALVARO OBREGON,258
13-070,TESMIC (RDCIAL),13,XOCHIMILCO,258
03-003,AJUSCO HUAYAMILPAS,3,COYOACAN,257
10-060,EL CAPULIN (AMPL),10,ALVARO OBREGON,256
17-039,MICHOACANA,17,VENUSTIANO CARRANZA,256
02-106,TRABAJADORES DEL HIERRO,2,AZCAPOTZALCO,254
05-169,SAN RAFAEL TICOMAN (BARR),5,GUSTAVO A. MADERO,252
05-039,DEL OBRERO,5,GUSTAVO A. MADERO,251
10-148,MARGARITA M DE JUAREZ,10,ALVARO OBREGON,251
10-230,TORRES SAN PEDRO (U HAB),10,ALVARO OBREGON,250
07-011,ART 4TO CONSTITUCIONAL (U HAB),7,IZTAPALAPA,249
09-003,SAN BARTOLOME XICOMULCO (PBLO),9,MILPA ALTA,249
12-125,PLAN DE AYALA,12,TLALPAN,248
06-033,SANTA CRUZ (BARR),6,IZTACALCO,246
10-050,CRISTO REY,10,ALVARO OBREGON,246
05-205,ZONA ESCOLAR ORIENTE,5,GUSTAVO A. MADERO,245
12-036,EL ARENAL,12,TLALPAN,245
08-037,POTRERILLO (AMPL),8,LA MAGDALENA CONTRERAS,243
12-165,SECCION XVI,12,TLALPAN,243
17-020,EL ARENAL 3A SECCION,17,VENUSTIANO CARRANZA,243
04-019,EL YAQUI,4,CUAJIMALPA DE MORELOS,241
10-125,LOMAS DE BECERRA (U HAB),10,ALVARO OBREGON,240
10-201,SANTA LUCIA REACOMODO,10,ALVARO OBREGON,240
10-174,POLVORA,10,ALVARO OBREGON,239
11-022,LOPEZ PORTILLO,11,TLAHUAC,239
12-173,TEZONTITLA,12,TLALPAN,239
03-133,PASEOS DE TAXQUEÑA I,3,COYOACAN,238
07-184,SAN JUAN 2A AMPLIACIÓN (PJE),7,IZTAPALAPA,238
10-135,LOMAS DE LOS CEDROS,10,ALVARO OBREGON,236
11-029,PEÑA ALTA,11,TLAHUAC,235
03-148,ALIANZA POPULAR REVOLUCIONARIA ORIENTE (U HAB),3,COYOACAN,234
07-055,EL MOLINO_,7,IZTAPALAPA,232
07-201,"SAN PABLO I, II Y V-LOMAS DEL PARAISO",7,IZTAPALAPA,231
12-022,CHIMILLI,12,TLALPAN,230
07-221,SIDERAL,7,IZTAPALAPA,229
13-011,EL CARMEN,13,XOCHIMILCO,229
11-020,LA TURBA,11,TLAHUAC,227
07-010,ARBOLEDAS,7,IZTAPALAPA,225
17-051,PRIMERO DE MAYO,17,VENUSTIANO CARRANZA,225
10-229,TORRES SAN ANTONIO (U HAB),10,ALVARO OBREGON,224
11-003,DEL MAR NORTE,11,TLAHUAC,224
03-092,PETROLERA TAXQUEÑA,3,COYOACAN,223
06-023,PICOS IZTACALCO 1-A,6,IZTACALCO,222
10-093,JURISTAS,10,ALVARO OBREGON,222
12-097,MIRADOR 2A Y 3A SECC,12,TLALPAN,222
06-024,PICOS IZTACALCO 1B,6,IZTACALCO,221
10-052,DESARROLLO URBANO,10,ALVARO OBREGON,221
08-041,SAN BARTOLO AMEYALCO,8,LA MAGDALENA CONTRERAS,220
08-047,SAN NICOLAS TOTOLAPAN,8,LA MAGDALENA CONTRERAS,220
10-109,LA PALMITA,10,ALVARO OBREGON,220
10-096,LA CAÑADA,10,ALVARO OBREGON,218
10-202,SANTA LUCIA (PBLO),10,ALVARO OBREGON,218
10-223,TLACUITLAPA 2DO REACOMODO (AMPL),10,ALVARO OBREGON,218
10-179,PRESIDENTES 2DA (AMPL),10,ALVARO OBREGON,216
12-101,MIRADOR II,12,TLALPAN,216
10-080,GOLONDRINAS 1RA SECCION,10,ALVARO OBREGON,215
05-003,AHUEHUETES,5,GUSTAVO A. MADERO,214
07-150,NUEVA GENERACION (U HAB),7,IZTAPALAPA,214
10-079,GOLONDRINAS,10,ALVARO OBREGON,213
07-015,BENITO JUAREZ,7,IZTAPALAPA,211
12-116,PEDREGAL DE LAS AGUILAS,12,TLALPAN,211
16-083,VENTURA PEREZ DE ALBA,16,MIGUEL HIDALGO,211
10-072,FLOR DE MARIA,10,ALVARO OBREGON,209
13-047,SAN JUAN (BARR),13,XOCHIMILCO,207
10-059,EL CAPULIN,10,ALVARO OBREGON,206
03-076,LOS OLIVOS (FRACC),3,COYOACAN,205
10-231,BELEN DE LAS FLORES (U HAB),10,ALVARO OBREGON,205
07-316,SANTA BARBARA (BARR) II,7,IZTAPALAPA,204
05-054,ESTANZUELA,5,GUSTAVO A. MADERO,202
05-056,EX-ESCUELA DE TIRO,5,GUSTAVO A. MADERO,202
12-055,HEROES DE 1910,12,TLALPAN,202
03-022,COPILCO EL ALTO,3,COYOACAN,201
03-119,VILLA PANAMERICANA 5TA. SECCIÓN (U HAB),3,COYOACAN,200
05-121,MALACATES (AMPL),5,GUSTAVO A. MADERO,200
05-073,GUADALUPE PROLETARIA (AMPL),5,GUSTAVO A. MADERO,198
07-172,RICARDO FLORES MAGON,7,IZTAPALAPA,197
10-082,GRAL A ROSALES,10,ALVARO OBREGON,195
08-033,LOS PADRES,8,LA MAGDALENA CONTRERAS,194
12-075,LA PALMA,12,TLALPAN,194
03-011,CAFETALES II (RDCIAL),3,COYOACAN,193
04-018,EL TIANGUILLO,4,CUAJIMALPA DE MORELOS,193
13-059,SANTA CRUCITA (BARR),13,XOCHIMILCO,193
12-017,CALVARIO CAMISETAS,12,TLALPAN,192
17-068,24 DE ABRIL,17,VENUSTIANO CARRANZA,192
09-005,SAN JERONIMO MIACATLAN (PBLO),9,MILPA ALTA,191
10-178,PRESIDENTES 1RA (AMPL),10,ALVARO OBREGON,191
07-117,LAS AMERICAS (U HAB),7,IZTAPALAPA,190
12-170,TEPETLICA EL ALTO-3 DE MAYO,12,TLALPAN,190
10-027,BATALLON DE SAN PATRICIO (U HAB),10,ALVARO OBREGON,188
03-156,CTM IX CULHUACAN ZONA 32-33 (U HAB),3,COYOACAN,187
05-198,VILLA DE ARAGON (FRACC),5,GUSTAVO A. MADERO,187
07-133,LOS PICOS VI B,7,IZTAPALAPA,187
12-217,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),12,TLALPAN,186
05-015,C T M ARAGON AMPLIACION (U),5,GUSTAVO A. MADERO,185
13-017,LA ASUNCION (BARR),13,XOCHIMILCO,185
16-012,ANGEL ZIMBRON,16,MIGUEL HIDALGO,185
06-013,INPI PICOS,6,IZTACALCO,184
17-040,MICHOACANA (AMPL),17,VENUSTIANO CARRANZA,184
08-036,POTRERILLO,8,LA MAGDALENA CONTRERAS,183
16-085,10 DE ABRIL,16,MIGUEL HIDALGO,181
07-053,EL MIRADOR,7,IZTAPALAPA,180
10-239,ZENON DELGADO,10,ALVARO OBREGON,180
07-183,SAN JOSE BUENAVISTA,7,IZTAPALAPA,178
08-052,TIERRA UNIDA,8,LA MAGDALENA CONTRERAS,178
10-144,LOMAS DE TETELPAN,10,ALVARO OBREGON,178
10-043,COLINAS DE TARANGO,10,ALVARO OBREGON,176
12-185,VALLE VERDE,12,TLALPAN,176
05-165,SAN MIGUEL CUAUTEPEC,5,GUSTAVO A. MADERO,174
12-087,LOS ENCINOS,12,TLALPAN,174
16-008,ANAHUAC LAGO SUR,16,MIGUEL HIDALGO,174
03-060,INTEGRACION LATINOAMERICANA (U HAB),3,COYOACAN,173
10-220,TLACOYAQUE (AMPL),10,ALVARO OBREGON,172
03-028,CTM IXA CULHUACAN (U HAB),3,COYOACAN,171
03-158,EX EJIDO SAN FRANCISCO CULHUACAN III,3,COYOACAN,171
05-044,EJIDOS SAN JUAN DE ARAGON 2A SECCION (U HAB),5,GUSTAVO A. MADERO,171
16-087,5 DE MAYO,16,MIGUEL HIDALGO,169
03-040,EX EJIDO SAN FRANCISCO CULHUACAN I,3,COYOACAN,168
04-050,TEPETONGO,4,CUAJIMALPA DE MORELOS,167
07-321,PREDIO SANTA CRUZ MEYEHUALCO,7,IZTAPALAPA,167
12-051,GRANJAS COAPA ORIENTE,12,TLALPAN,167
10-076,GARCIMARRERO,10,ALVARO OBREGON,166
12-048,FUENTES Y PEDREGAL DE TEPEPAN,12,TLALPAN,166
13-028,NATIVITAS,13,XOCHIMILCO,166
03-027,CTM IX CULHUACAN ZONA 29-30 (U HAB),3,COYOACAN,165
03-096,PRESIDENTES EJIDALES PRIMERA SECCION,3,COYOACAN,165
08-050,SUBESTACION,8,LA MAGDALENA CONTRERAS,165
17-017,DAMIAN CARMONA,17,VENUSTIANO CARRANZA,165
16-071,RINCON DEL BOSQUE,16,MIGUEL HIDALGO,164
09-001,SAN AGUSTIN OHTENCO (PBLO),9,MILPA ALTA,163
10-188,REACOMODO PINO SUAREZ,10,ALVARO OBREGON,162
13-005,BOSQUE RESIDENCIAL DEL SUR (FRACC),13,XOCHIMILCO,162
05-036,CUCHILLA LA JOYA,5,GUSTAVO A. MADERO,161
05-053,EMILIANO ZAPATA (AMPL),5,GUSTAVO A. MADERO,161
12-027,CONJUNTO URBANO CUEMANCO (U HAB),12,TLALPAN,161
12-039,EL ZACATON,12,TLALPAN,161
02-107,UN HOGAR PARA CADA TRABAJADOR,2,AZCAPOTZALCO,160
12-030,CUCHILLA DE PADIERNA,12,TLALPAN,160
04-005,AMADO NERVO,4,CUAJIMALPA DE MORELOS,159
07-156,PARAJES BUENAVISTA (TETECON),7,IZTAPALAPA,159
08-043,SAN FRANCISCO,8,LA MAGDALENA CONTRERAS,159
12-077,LA TORTUGA XOLALPA-HCO COLEGIO MILITAR,12,TLALPAN,159
13-022,LA GUADALUPITA (BARR),13,XOCHIMILCO,159
02-082,SAN MATEO,2,AZCAPOTZALCO,158
16-007,ANAHUAC LAGO NORTE,16,MIGUEL HIDALGO,158
17-041,MIGUEL HIDALGO,17,VENUSTIANO CARRANZA,158
12-059,IGNACIO CHAVEZ (U HAB),12,TLALPAN,157
10-150,MARTIRES DE TACUBAYA,10,ALVARO OBREGON,156
12-065,JARDINES DE SAN JUAN,12,TLALPAN,156
17-013,CARACOL (AMPL),17,VENUSTIANO CARRANZA,153
04-016,EL MOLINITO,4,CUAJIMALPA DE MORELOS,152
05-038,DEL BOSQUE,5,GUSTAVO A. MADERO,152
08-015,INDEPENDENCIA BATAN NORTE (U HAB),8,LA MAGDALENA CONTRERAS,152
